scaffold00001	CHROMOSOME_III	83.779	524	81	4	5815037	5815558	4016862	4017383	2.10e-135	494
scaffold00001	CHROMOSOME_III	82.432	518	84	6	5815041	5815555	10741696	10742209	5.96e-121	446
scaffold00001	CHROMOSOME_III	78.571	378	71	8	1302848	1303217	13604927	13604552	3.02e-59	241
scaffold00001	CHROMOSOME_III	79.675	246	45	4	5115730	5115973	900584	900826	1.12e-38	172
scaffold00001	CHROMOSOME_III	96.000	100	2	2	8655321	8655419	6056283	6056381	2.42e-35	161
scaffold00001	CHROMOSOME_III	96.739	92	1	2	8664990	8665079	6056380	6056289	1.45e-32	152
scaffold00001	CHROMOSOME_III	88.350	103	7	1	8664983	8665085	13009416	13009513	1.48e-22	119
scaffold00001	CHROMOSOME_III	89.691	97	5	1	8655323	8655419	13009513	13009422	1.48e-22	119
scaffold00001	CHROMOSOME_III	92.208	77	5	1	6358224	6358299	12399984	12399908	3.19e-19	108
scaffold00001	CHROMOSOME_III	91.892	74	6	0	8655326	8655399	6501546	6501619	4.13e-18	104
scaffold00001	CHROMOSOME_III	93.056	72	4	1	8665009	8665079	6501619	6501548	4.13e-18	104
scaffold00001	CHROMOSOME_III	90.909	77	5	2	8660058	8660134	9861672	9861598	1.49e-17	102
scaffold00001	CHROMOSOME_III	91.837	49	4	0	1301541	1301589	13606060	13606012	1.51e-07	69.4
scaffold00002	CHROMOSOME_III	83.421	573	88	7	3204546	3205116	6970916	6971483	3.06e-145	525
scaffold00002	CHROMOSOME_III	85.404	322	44	2	2710048	2710366	13464331	13464010	7.15e-87	331
scaffold00002	CHROMOSOME_III	82.561	367	62	2	3203976	3204341	6970444	6970809	4.30e-84	322
scaffold00002	CHROMOSOME_III	77.391	460	86	14	3441447	3441897	10747714	10747264	1.23e-64	257
scaffold00002	CHROMOSOME_III	83.117	231	39	0	614333	614563	3137525	3137755	9.72e-51	211
scaffold00002	CHROMOSOME_III	97.980	99	1	1	742708	742805	6056285	6056383	1.65e-38	171
scaffold00002	CHROMOSOME_III	97.917	96	1	1	1565492	1565586	6056382	6056287	7.67e-37	165
scaffold00002	CHROMOSOME_III	97.895	95	0	1	1640520	1640612	6056383	6056289	2.76e-36	163
scaffold00002	CHROMOSOME_III	96.040	101	0	4	1453957	1454053	6056282	6056382	9.93e-36	161
scaffold00002	CHROMOSOME_III	96.907	97	2	1	1465964	1466059	6056287	6056383	9.93e-36	161
scaffold00002	CHROMOSOME_III	97.872	94	0	1	1581823	1581914	6056289	6056382	9.93e-36	161
scaffold00002	CHROMOSOME_III	97.701	87	2	0	1566271	1566357	6056297	6056383	2.15e-32	150
scaffold00002	CHROMOSOME_III	96.471	85	2	1	2177276	2177359	12399984	12399900	4.65e-29	139
scaffold00002	CHROMOSOME_III	95.294	85	4	0	1249800	1249884	3389620	3389536	6.02e-28	135
scaffold00002	CHROMOSOME_III	94.318	88	4	1	7874	7961	13225153	13225239	2.16e-27	134
scaffold00002	CHROMOSOME_III	93.333	90	5	1	2414353	2414441	3389537	3389626	7.78e-27	132
scaffold00002	CHROMOSOME_III	97.403	77	2	0	1281377	1281453	3426986	3426910	7.78e-27	132
scaffold00002	CHROMOSOME_III	95.181	83	4	0	1249802	1249884	8473554	8473472	7.78e-27	132
