scaffold00001	CHROMOSOME_II	87.671	146	18	0	7129608	7129753	8560246	8560101	4.45e-38	171
scaffold00001	CHROMOSOME_II	79.752	242	38	3	5533431	5533662	11744264	11744504	2.07e-36	165
scaffold00001	CHROMOSOME_II	80.874	183	33	2	1020662	1020843	11845182	11845001	9.70e-30	143
scaffold00001	CHROMOSOME_II	95.890	73	3	0	8017622	8017694	11334084	11334012	1.64e-22	119
scaffold00001	CHROMOSOME_II	95.890	73	3	0	8017622	8017694	11334508	11334580	1.64e-22	119
scaffold00001	CHROMOSOME_II	91.860	86	6	1	8017621	8017705	12678313	12678398	1.64e-22	119
scaffold00001	CHROMOSOME_II	81.119	143	27	0	4611254	4611396	11877341	11877483	2.12e-21	115
scaffold00001	CHROMOSOME_II	89.130	92	7	3	6358217	6358306	14474923	14474833	2.74e-20	111
scaffold00001	CHROMOSOME_II	72.527	364	89	9	4875921	4876279	8996084	8995727	3.54e-19	108
scaffold00001	CHROMOSOME_II	93.056	72	5	0	6358228	6358299	7757019	7756948	1.27e-18	106
scaffold00001	CHROMOSOME_II	96.610	59	2	0	8030420	8030478	3521494	3521552	2.13e-16	99.0
scaffold00001	CHROMOSOME_II	81.897	116	19	2	5214422	5214536	4451129	4451015	7.66e-16	97.1
scaffold00001	CHROMOSOME_II	88.095	84	7	2	7889750	7889830	12678313	12678396	7.66e-16	97.1
scaffold00001	CHROMOSOME_II	87.952	83	7	3	7889751	7889830	11334084	11334002	2.76e-15	95.3
scaffold00001	CHROMOSOME_II	90.278	72	7	0	7889751	7889822	11334508	11334579	2.76e-15	95.3
scaffold00001	CHROMOSOME_II	89.855	69	6	1	7889758	7889825	7001634	7001702	4.61e-13	87.9
scaffold00001	CHROMOSOME_II	95.833	48	2	0	8030424	8030471	9404421	9404374	2.78e-10	78.7
scaffold00001	CHROMOSOME_II	76.296	135	30	2	4613742	4613875	11878907	11879040	4.64e-08	71.3
scaffold00002	CHROMOSOME_II	93.814	97	5	1	2177276	2177371	14474917	14474821	1.11e-30	145
scaffold00002	CHROMOSOME_II	92.784	97	4	3	2414353	2414446	3519322	3519226	1.85e-28	137
scaffold00002	CHROMOSOME_II	96.386	83	3	0	2219840	2219922	6853204	6853286	1.85e-28	137
scaffold00002	CHROMOSOME_II	98.684	76	1	0	2383685	2383760	3439294	3439219	6.67e-28	135
scaffold00002	CHROMOSOME_II	98.684	76	1	0	2383685	2383760	3567685	3567610	6.67e-28	135
scaffold00002	CHROMOSOME_II	96.341	82	3	0	2177278	2177359	7757022	7756941	6.67e-28	135
scaffold00002	CHROMOSOME_II	96.341	82	3	0	2145389	2145470	14474914	14474833	6.67e-28	135
scaffold00002	CHROMOSOME_II	95.294	85	2	2	1281378	1281460	3439466	3439382	2.40e-27	134
scaffold00002	CHROMOSOME_II	97.436	78	2	0	2383685	2383762	3519161	3519084	2.40e-27	134
scaffold00002	CHROMOSOME_II	96.341	82	2	1	3133577	3133658	3567756	3567836	2.40e-27	134
scaffold00002	CHROMOSOME_II	94.253	87	5	0	8745	8831	7756935	7757021	2.40e-27	134
scaffold00002	CHROMOSOME_II	93.407	91	5	1	2414352	2414441	11157875	11157785	2.40e-27	134
scaffold00002	CHROMOSOME_II	91.000	100	6	3	2414353	2414451	3439466	3439369	8.63e-27	132
scaffold00002	CHROMOSOME_II	95.181	83	4	0	1249802	1249884	3519241	3519323	8.63e-27	132
scaffold00002	CHROMOSOME_II	95.181	83	4	0	449647	449729	6853204	6853286	8.63e-27	132
scaffold00002	CHROMOSOME_II	95.181	83	4	0	554493	554575	6853204	6853286	8.63e-27	132
scaffold00002	CHROMOSOME_II	90.816	98	9	0	572613	572710	11157875	11157778	8.63e-27	132
scaffold00002	CHROMOSOME_II	98.630	73	1	0	749136	749208	3439219	3439291	3.10e-26	130
scaffold00002	CHROMOSOME_II	95.122	82	4	0	1249802	1249883	3439385	3439466	3.10e-26	130
scaffold00002	CHROMOSOME_II	97.368	76	2	0	749133	749208	3519083	3519158	3.10e-26	130
scaffold00002	CHROMOSOME_II	92.391	92	5	2	1128965	1129055	3519233	3519323	3.10e-26	130
scaffold00002	CHROMOSOME_II	98.630	73	1	0	749136	749208	3567610	3567682	3.10e-26	130
scaffold00002	CHROMOSOME_II	95.122	82	4	0	2145389	2145470	7757021	7756940	3.10e-26	130
scaffold00002	CHROMOSOME_II	95.122	82	4	0	1249802	1249883	11157793	11157874	3.10e-26	130
scaffold00002	CHROMOSOME_II	95.181	83	2	2	3133577	3133658	11157793	11157874	3.10e-26	130
scaffold00002	CHROMOSOME_II	98.630	73	1	0	8759	8831	14474842	14474914	3.10e-26	130
scaffold00002	CHROMOSOME_II	95.122	82	4	0	2219840	2219921	14635416	14635335	3.10e-26	130
scaffold00002	CHROMOSOME_II	95.122	82	3	1	1281377	1281457	3519323	3519242	1.12e-25	128
scaffold00002	CHROMOSOME_II	94.118	85	3	1	1249800	1249884	3567755	3567837	1.12e-25	128
scaffold00002	CHROMOSOME_II	95.122	82	3	1	1281377	1281457	3567837	3567756	1.12e-25	128
scaffold00002	CHROMOSOME_II	95.062	81	4	0	2414353	2414433	3567836	3567756	1.12e-25	128
scaffold00002	CHROMOSOME_II	95.122	82	3	1	572614	572695	3567836	3567756	1.12e-25	128
scaffold00002	CHROMOSOME_II	94.118	85	3	2	1281378	1281460	11157874	11157790	1.12e-25	128
scaffold00002	CHROMOSOME_II	91.489	94	4	3	7348	7441	7756932	7757021	4.01e-25	126
scaffold00002	CHROMOSOME_II	94.048	84	4	1	574047	574130	11157875	11157793	4.01e-25	126
scaffold00002	CHROMOSOME_II	97.297	74	2	0	1451952	1452025	11157802	11157875	4.01e-25	126
scaffold00002	CHROMOSOME_II	95.000	80	4	0	733292	733371	14635334	14635413	4.01e-25	126
